"IDRSSD"	FDIC Certificate Number	OCC Charter Number	OTS Docket Number	Primary ABA Routing Number	Financial Institution Name	Financial Institution Address	Financial Institution City	Financial Institution State	Financial Institution Zip Code	Financial Institution Filing Type	Last Date/Time Submission Updated On
697035	21998	0	0	65302484	COVINGTON COUNTY BANK	102 SOUTH DOGWOOD AVENUE 	COLLINS	MS	39428	041	2022-07-25T13:45:23
697147	17736	0	10938	274971729	HOMETOWN SAVINGS BANK, THE	533 OHIO STREET 	TERRE HAUTE	IN	47807	051	2022-07-25T09:39:14
697156	14492	0	0	81517936	HOMEBANK	400 SOUTH MAIN STREET 	PALMYRA	MO	63461	051	2022-07-29T10:07:49
697231	17580	0	9480	63206207	FNBT BANK	29 NORTH EGLIN PARKWAY NE 	FORT WALTON BEACH	FL	32548	051	2022-07-21T15:59:56
697763	3430	0	0	121140218	WESTAMERICA BANK	1108 FIFTH AVENUE 	SAN RAFAEL	CA	94901	041	2022-07-28T19:48:26
697950	24367	17652	0	111912197	CITY NATIONAL BANK	1465 WEST 2ND AVENUE 	CORSICANA	TX	751103763	051	2022-07-27T16:02:33
697978	30903	0	6091	255072595	COMMUNITY BANK OF THE CHESAPEAKE	3035 LEONARDTOWN ROAD 	WALDORF	MD	20601	041	2022-07-28T14:29:55
698144	287	0	0	83903328	COMMUNITY FINANCIAL SERVICES BANK	221 WEST FIFTH STREET 	BENTON	KY	42025	051	2022-07-29T12:55:05
698546	10799	0	0	81220524	FIRST STATE BANK OF CAMPBELL HILL	114 WEST FRONT STREET 	CAMPBELL HILL	IL	62916	041	2022-07-26T09:32:11
698649	14513	0	13140	72407929	THUMB BANK & TRUST	7254 MICHIGAN AVENUE 	PIGEON	MI	48755	051	2022-07-27T09:46:53
699105	90169	0	8030	211372828	BLUESTONE BANK	756 ORCHARD STREET 	RAYNHAM	MA	02767	051	2022-07-28T11:20:41
699253	12457	0	0	81504172	CITIZENS BANK OF EDINA, THE	117 SOUTH MAIN STREET 	EDINA	MO	63537	051	2022-07-28T10:50:48
700140	1860	0	0	73905653	MONTEZUMA STATE BANK	101 SOUTH 4TH STREET 	MONTEZUMA	IA	50171	051	2022-07-28T09:42:58
700252	24085	17456	0	113110984	CITIZENS NATIONAL BANK	1320 LOOP 304 EAST 	CROCKETT	TX	75835	051	2022-09-23T17:53:02
700430	9356	0	11466	65302963	COMMERCIAL BANK, THE	175 HOPPER AVENUE 	DE KALB	MS	39328	041	2022-07-15T14:34:47
700458	8943	0	0	91300641	MERCHANTS BANK	210 SOUTH MAIN 	RUGBY	ND	58368	051	2022-07-27T10:33:03
701062	17308	0	0	121301578	CENTRAL PACIFIC BANK	220 SOUTH KING STREET 	HONOLULU	HI	96813	041	2022-07-28T22:26:45
701222	6605	2449	0	42205009	MERCHANTS NATIONAL BANK	100 NORTH HIGH STREET 	HILLSBORO	OH	45133	051	2022-08-01T18:39:45
701839	5673	0	16128	63103407	CITIZENS BANK AND TRUST	2 EAST WALL STREET 	FROSTPROOF	FL	33843	051	2022-07-29T17:35:41
701857	10352	0	0	111306088	CROWELL STATE BANK	100 EAST COMMERCE STREET 	CROWELL	TX	792270848	051	2022-07-22T12:08:05
702117	7230	1354	10286	21303618	NBT BANK, NATIONAL ASSOCIATION	52 SOUTH BROAD STREET 	NORWICH	NY	13815	041	2022-07-28T15:46:16
702359	11903	0	0	111913879	TEXAS HERITAGE BANK	1208 SOUTH MAIN STREET 	BOERNE	TX	780062814	051	2022-08-19T16:02:13
702612	2700	1493	0	42102403	FIRST SOUTHERN NATIONAL BANK	27 PUBLIC SQUARE 	LANCASTER	KY	40444	051	2022-07-28T15:43:15
702836	4960	0	0	64102944	FIRST FARMERS AND COMMERCIAL BANK	441 SPRING STREET 	PIKEVILLE	TN	37367	051	2022-07-27T17:29:54
702911	13220	0	0	42309222	PEOPLES BANK CO., THE	112 WEST MAIN STREET 	COLDWATER	OH	45828	051	2022-07-23T08:37:15
702966	14404	0	0	111911965	FARMERS STATE BANK OF NEWCASTLE	722 BROADWAY AVENUE 	NEWCASTLE	TX	76372	051	2022-07-22T15:21:23
703039	11445	0	17134	84206040	JEFFERSON BANK, THE	3008 EAST REED ROAD 	GREENVILLE	MS	38703	051	2022-07-27T10:07:30
703552	3256	0	0	111907940	HORIZON BANK, SSB	600 CONGRESS AVENUE, SUITE 400 	AUSTIN	TX	78701	051	2022-10-06T14:14:03
703767	23030	0	0	121137726	CENTRAL VALLEY COMMUNITY BANK	7100 NORTH FINANCIAL DRIVE, SUITE 101 	FRESNO	CA	93720	041	2022-08-03T19:59:07
705378	29066	0	2853	302170162	DEL NORTE BANK, A SAVINGS AND LOAN ASSOCIATION	705 GRAND AVENUE 	DEL NORTE	CO	81132	051	2022-07-29T16:43:17
705556	18885	15161	0	91914202	NEIGHBORHOOD NATIONAL BANK	45 NORTH UNION 	MORA	MN	55051	041	2022-07-25T20:03:05
706030	16283	0	0	61221310	SOUTH COAST BANK & TRUST	1500 NEWCASTLE STREET 	BRUNSWICK	GA	31520	051	2022-07-14T15:48:51
706058	5214	12947	0	91914820	FIRST NATIONAL BANK OF MOOSE LAKE, THE	400 ELM AVENUE 	MOOSE LAKE	MN	55767	051	2022-07-19T16:17:33
706236	22273	0	0	51501817	BANK OF MINGO	10 COMMERCE DRIVE BELO INDUSTRIAL PARK	WILLIAMSON	WV	25661	051	2022-08-12T12:10:29
706254	20279	0	0	103101518	COMMUNITY STATE BANK, THE	1409 NORTH BROADWAY 	POTEAU	OK	74953	041	2022-08-02T18:17:10
706450	17122	0	0	91915832	LAKE COUNTRY COMMUNITY BANK	111 NORTH DIVISION 	MORRISTOWN	MN	55052	051	2022-07-28T12:14:40
706656	22636	0	0	101903637	COMMUNITY BANK OF MARSHALL	811 WEST COLLEGE STREET 	MARSHALL	MO	65340	051	2022-07-28T15:22:21
707354	17323	0	0	81918425	FIRST STATE COMMUNITY BANK	201 EAST COLUMBIA STREET 	FARMINGTON	MO	63640	041	2022-07-28T12:54:14
708379	28925	0	2632	271172644	SECURITY SAVINGS BANK	220 EAST BROADWAY 	MONMOUTH	IL	61462	051	2022-07-26T11:16:33
709143	3711	0	13691	71102500	MIDWEST BANK	200 EAST BROADWAY 	MONMOUTH	IL	61462	041	2022-07-20T12:44:05
709451	9791	0	0	101902735	COMMERCIAL TRUST COMPANY OF FAYETTE	119 NORTH MAIN STREET 	FAYETTE	MO	65248	051	2022-07-19T11:31:42
709554	16720	0	0	112201988	WESTERN BANK, ARTESIA, NEW MEXICO	320 WEST TEXAS 	ARTESIA	NM	88210	051	2022-07-22T12:54:47
709602	90290	0	12555	211372378	UNIBANK FOR SAVINGS	49 CHURCH ST 	WHITINSVILLE	MA	01588	041	2022-07-27T10:09:09
709639	6091	0	55166	64101204	MACON BANK AND TRUST COMPANY	609 RED BOILING SPRINGS ROAD 	LAFAYETTE	TN	37083	051	2022-07-22T10:03:18
709956	22855	0	0	103102326	OKLAHOMA HERITAGE BANK	515 SOUTH HICKORY 	ROFF	OK	74865	041	2022-07-26T18:40:03
710176	28930	0	0	301271460	FIRST MISSOURI BANK	300 WEST LOCKLING 	BROOKFIELD	MO	64628	051	2022-08-30T10:16:15
710859	11491	0	0	112201218	CITIZENS BANK OF CLOVIS, THE	421 PILE STREET 	CLOVIS	NM	881017540	051	2022-08-22T13:17:00
711472	20884	0	0	121405115	BANK OF GUAM	111 WEST CHALAN SANTO PAPA 	HAGATNA	GU	96910	031	2022-07-28T18:32:26
711520	23989	0	0	51404684	MINERS EXCHANGE BANK	483 FRONT STREET WEST 	COEBURN	VA	24230	051	2022-07-15T12:43:41
711548	14009	0	17344	72403635	CHELSEA STATE BANK	1010 SOUTH MAIN STREET 	CHELSEA	MI	48118	051	2022-07-28T15:24:20
711753	14026	0	0	104911422	SCRIBNER BANK	400 MAIN STREET 	SCRIBNER	NE	68057	051	2022-07-18T17:29:47
711801	90291	0	13771	211371366	SAVINGS BANK, THE	357 MAIN STREET 	WAKEFIELD	MA	01880	051	2022-07-21T16:53:00
712059	10958	0	0	91214627	UNITED PRAIRIE BANK	1141 THIRD AVENUE 	MOUNTAIN LAKE	MN	56159	051	2022-07-18T15:04:49
712648	12531	0	0	82902663	PEOPLES BANK, THE	500 NORTH JACKSON 	MAGNOLIA	AR	71753	051	2022-07-27T16:04:27
712956	18514	0	0	112202372	FIRST NEW MEXICO BANK	300 S. GOLD 	DEMING	NM	880303731	051	2022-07-26T13:57:30
713047	20769	0	0	71923815	BANK OF MONTGOMERY	1333 DOUGLAS ROAD 	MONTGOMERY	IL	60538	051	2022-07-29T15:57:05
713252	10250	0	0	91308805	PEOPLES STATE BANK OF VELVA	101 N. MAIN STREET 	VELVA	ND	58790	051	2022-07-25T10:27:25
713476	29120	717954	17954	275071327	PYRAMAX BANK, F.S.B.	7001 WEST EDGERTON AVENUE 	GREENFIELD	WI	53220	051	2022-08-08T15:49:21
713926	8668	0	9825	51404419	FARMERS & MERCHANTS BANK	165 NEW MARKET 	TIMBERVILLE	VA	22853	041	2022-08-10T09:23:38
714165	5518	10806	0	111904231	CITY NATIONAL BANK OF SAN SABA, THE	209 E BROWN 	SAN SABA	TX	768773501	051	2022-07-27T14:45:27
714437	1705	0	0	64103697	MOUNTAIN VALLEY BANK	17114 RANKIN AVENUE 	DUNLAP	TN	37327	051	2022-08-09T09:28:11
714839	22046	16473	10367	65402517	FIRST NATIONAL BANK USA	13386 US HWY 90 WEST 	BOUTTE	LA	70039	041	2022-07-28T16:25:23
714978	26922	0	8441	211070230	COOPERATIVE BANK, THE	40 BELGRADE AVE 	ROSLINDALE	MA	02131	051	2022-07-25T10:47:30
715032	15216	0	14483	61211317	PEOPLES BANK	299 WEST LIBERTY STREET 	LYONS	GA	30436	041	2022-07-25T12:10:00
715050	5095	0	17985	91206541	STAR BANK	100 STATE HIGHWAY 55 EAST 	MAPLE LAKE	MN	55358	051	2022-07-28T13:27:47
715144	3713	0	0	71904290	GRUNDY BANK	201 LIBERTY STREET 	MORRIS	IL	60450	051	2022-07-25T10:55:08
715340	22308	0	9915	72413104	WEST MICHIGAN COMMUNITY BANK	5367 SCHOOL STREET 	HUDSONVILLE	MI	49426	051	2022-07-25T15:28:40
715470	31972	707674	7674	291471419	FIRST WESTERN FEDERAL SAVINGS BANK	402 MAIN STREET 	RAPID CITY	SD	57701	041	2022-07-27T15:22:42
715630	10317	0	13067	64206426	CITIZENS BANK AND TRUST COMPANY OF GRAINGER COUNTY	8335 RUTLEDGE PIKE 	RUTLEDGE	TN	37861	051	2022-07-02T12:08:13
715872	31217	0	6555	253171676	LIFESTORE BANK	205 SOUTH JEFFERSON AVENUE 	WEST JEFFERSON	NC	28694	041	2022-07-28T13:19:59
715975	28949	702674	2674	284272612	AMORY FEDERAL SAVINGS AND LOAN ASSOCIATION	213 SECOND AVENUE NORTH 	AMORY	MS	38821	051	2022-07-25T15:12:41
716374	31223	0	0	83913033	FIRST HARRISON BANK	220 FEDERAL DRIVE NORTHWEST 	CORYDON	IN	47112	051	2022-07-25T12:36:36
716655	8851	0	0	91900119	PARK STATE BANK	2630 WEST SUPERIOR STREET 	DULUTH	MN	55806	051	2022-07-27T16:36:06
716833	16250	0	10700	71004284	MARQUETTE BANK	6316 SOUTH WESTERN AVENUE 	CHICAGO	IL	60636	041	2022-07-28T14:59:05
716851	22867	0	0	101003773	COMMUNITY BANK OF RAYMORE	801 WEST FOXWOOD DRIVE 	RAYMORE	MO	64083	051	2022-07-28T11:15:11
716954	13032	0	0	75902832	CITIZENS FIRST BANK	101 SOUTH MAIN STREET 	VIROQUA	WI	54665	051	2022-07-20T17:52:27
717232	21692	0	0	63209660	PEOPLES BANK OF GRACEVILLE	5306 BROWN STREET 	GRACEVILLE	FL	32440	051	2022-07-19T15:31:42
717670	29143	0	0	286573351	SYSTEMATIC SAVINGS BANK	318 SOUTH AVENUE 	SPRINGFIELD	MO	65806	051	2022-07-12T09:47:57
717737	20954	16076	10476	64202255	CITIZENS NATIONAL BANK	200 FORKS OF THE RIVER PKWY 	SEVIERVILLE	TN	37862	041	2022-07-22T08:56:55
717924	15359	0	0	53102586	SOUTHERN BANK AND TRUST COMPANY	100 NORTH CENTER STREET 	MOUNT OLIVE	NC	28365	041	2022-07-21T14:42:12
718145	17120	0	0	84205915	FIRST SECURITY BANK	295 HIGHWAY 6 WEST 	BATESVILLE	MS	38606	051	2022-07-28T12:38:23
718275	26539	0	0	0	BANK OF THE FEDERATED STATES OF MICRONESIA	98 KASELEHLIE STREET 	POHNPEI	0 	96941	051	2022-07-29T02:37:57
718538	11953	0	12008	52203046	GRANT COUNTY BANK, THE	3 N MAIN STREET BOX 929 	PETERSBURG	WV	26847	051	2022-07-14T15:29:30
719030	6787	9721	0	51503051	FIRST NATIONAL BANK OF PETERSTOWN, THE	380 MARKET STREET 	PETERSTOWN	WV	24963	051	2022-07-28T16:49:42
719610	2708	7605	0	42105442	FIRST NATIONAL BANK OF MANCHESTER, THE	120 TOWN BRANCH RD 	MANCHESTER	KY	40962	051	2022-07-27T08:57:21
719656	12223	0	0	81501696	CALLAWAY BANK, THE	5 EAST FIFTH STREET 	FULTON	MO	65251	051	2022-07-27T09:33:35
719964	17775	0	0	111312205	FIRST STATE BANK	TRUHART & MOSS 	PAINT ROCK	TX	76866	051	2022-07-27T16:51:27
720157	9752	0	0	91215435	MARSHALL COUNTY STATE BANK	118 EAST MINNESOTA AVENUE 	NEWFOLDEN	MN	56738	051	2022-07-29T18:58:55
720344	13167	0	0	83904660	BANK OF CLARKSON	101 EAST MAIN STREET 	CLARKSON	KY	42726	041	2022-07-26T13:49:40
720746	3799	9734	0	81905014	BRADFORD NATIONAL BANK OF GREENVILLE, THE	100 EAST COLLEGE AVENUE 	GREENVILLE	IL	62246	051	2022-07-26T12:15:50
720858	13794	0	0	91307275	MCINTOSH COUNTY BANK	204 WEST MAIN ST 	ASHLEY	ND	58413	051	2022-07-29T14:51:42
721350	8387	0	0	91305044	BANKNORTH	340 MAIN STREET 	ARTHUR	ND	58006	051	2022-07-25T16:47:08
721752	9340	0	0	91212726	FARMERS & MERCHANTS STATE BANK OF NEW YORK MILLS, INCORPORATED	11 NORTH WALKER AVENUE 	NEW YORK MILLS	MN	56567	051	2022-07-15T15:19:58
721949	2738	6769	9695	83903108	FIRST & FARMERS NATIONAL BANK, INC.	2020 S HIGHWAY 27 	SOMERSET	KY	42502	051	2022-07-22T14:31:43
722227	9502	0	14489	51401043	MOVEMENT BANK	201 NORTH UNION STREET 	DANVILLE	VA	24541	051	2022-07-28T15:00:24
722432	845	0	0	52201925	BANK OF ROMNEY, THE	95 EAST MAIN STREET 	ROMNEY	WV	26757	051	2022-08-10T16:20:43
722544	10044	13879	0	75900766	NATIONAL EXCHANGE BANK AND TRUST	130 SOUTH MAIN STREET 	FOND DU LAC	WI	54935	051	2022-07-28T10:50:36
722777	29950	25022	0	11075150	SANTANDER BANK, NATIONAL ASSOCIATION	824 NORTH MARKET STREET, SUITE 100 	WILMINGTON	DE	19801	031	2022-07-29T12:11:06
722816	13297	0	11750	21309735	SOLVAY BANK	1537 MILTON AVENUE 	SOLVAY	NY	13209	051	2022-07-29T08:12:27
723112	6672	25190	0	42000314	FIFTH THIRD BANK, NATIONAL ASSOCIATION	38 FOUNTAIN SQUARE PLAZA 	CINCINNATI	OH	45263	031	2022-07-29T15:30:37
723158	8541	0	0	91213806	STATE BANK OF FAIRMONT	918 EAST BLUE EARTH AVENUE 	FAIRMONT	MN	56031	041	2022-07-02T15:51:18
723550	15606	0	0	101918075	HAMILTON BANK, THE	111 NORTH DAVIS STREET 	HAMILTON	MO	64644	051	2022-07-14T15:02:31
723653	2249	0	0	112200824	WESTERN BANK	140 E. MOTEL DRIVE 	LORDSBURG	NM	88045	051	2022-08-30T16:33:21
723756	14636	0	0	101104779	PEOPLES BANK	101 EAST MAIN 	COLDWATER	KS	67029	051	2022-10-13T17:02:21
723868	18132	0	0	113123573	PEARLAND STATE BANK	2301 N. MAIN STREET 	PEARLAND	TX	775814111	051	2022-07-25T10:33:51
724230	10693	0	0	64204703	SIMPLYBANK.	420 3RD AVENUE 	DAYTON	TN	37321	051	2022-07-28T16:21:50
724744	14079	0	0	73905064	GNB BANK	529 G AVENUE 	GRUNDY CENTER	IA	50638	051	2022-07-29T18:56:02
724904	27417	712504	12504	211574862	HOME LOAN INVESTMENT BANK, F.S.B.	1 HOME LOAN PLAZA, SUITE 3 	WARWICK	RI	02886	051	2022-07-29T14:22:52
724940	10469	0	0	81217919	FARMERS & MERCHANTS BANK OF HUTSONVILLE	108 SOUTH MAIN STREET 	HUTSONVILLE	IL	62433	051	2022-07-25T10:17:31
725077	27989	0	17997	271972925	OSB COMMUNITY BANK	925 LASALLE STREET 	OTTAWA	IL	61350	051	2022-07-19T16:10:04
725732	21265	0	10221	67009044	BRADESCO BAC FLORIDA BANK	169 MIRACLE MILE SUITE R10	CORAL GABLES	FL	33134	031	2022-09-16T15:04:06
725741	321	0	0	84205614	HOLMES COUNTY BANK	316 COURT SQUARE 	LEXINGTON	MS	39095	051	2022-07-25T11:30:47
726458	5221	6837	0	91903530	FIRST NATIONAL BANK OF OSAKIS, THE	211-213 CENTRAL AVE. 	OSAKIS	MN	56360	051	2022-07-29T16:57:07
726953	26626	0	0	111016501	UNITED TEXAS BANK	13101 PRESTON ROAD, SUITE 100 	DALLAS	TX	75240	041	2022-07-28T15:46:49
727174	27998	0	709	242071509	GUARDIAN SAVINGS BANK	6100 WEST CHESTER ROAD 	WEST CHESTER	OH	45069	051	2022-07-27T12:45:27
728948	4465	10354	13627	73903383	MIDSTATES BANK, NATIONAL ASSOCIATION	1851 MADISON AVENUE, SUITE 732 	COUNCIL BLUFFS	IA	51503	051	2022-07-27T14:45:18
728957	10165	0	0	91908988	FARMERS AND MERCHANTS STATE BANK OF PIERZ	80 MAIN ST. 	PIERZ	MN	56364	051	2022-07-28T10:20:33
729011	5981	0	0	44105576	COMMUNITY BANK, THE	113 NORTH FIFTH STREET 	ZANESVILLE	OH	43701	051	2022-07-28T08:46:00
729057	10194	0	0	91914121	PINE RIVER STATE BANK	103 MILL STREET 	PINE RIVER	MN	56474	051	2022-08-16T14:10:40
729178	31905	0	7589	311974032	CYPRESS BANK, SSB	120 SOUTH GREER BOULEVARD 	PITTSBURG	TX	75686	051	2022-07-22T18:26:06
729310	57497	0	14133	221370894	PATHFINDER BANK	214 WEST FIRST STREET 	OSWEGO	NY	13126	051	2022-07-29T16:57:30
729459	12193	0	0	91903967	PINE ISLAND BANK	128 SOUTH MAIN STREET 	PINE ISLAND	MN	55963	041	2022-07-26T10:48:36
729570	29999	704516	4516	253272261	MUTUAL SAVINGS BANK	330 WEST CAROLINA AVENUE 	HARTSVILLE	SC	29550	051	2022-07-29T14:44:05
729842	16201	0	0	74913194	BANK OF WOLCOTT	105 NORTH RANGE STREET 	WOLCOTT	IN	47995	051	2022-07-21T11:26:35
729945	9777	0	0	84204709	CITIZENS BANK AND TRUST COMPANY	239 EAST MAIN STREET 	MARKS	MS	38646	051	2022-08-04T12:44:32
730745	11761	0	0	73909620	CITIZENS SAVINGS BANK	133 EAST MAIN STREET 	HAWKEYE	IA	52147	041	2022-07-28T13:25:29
731050	16079	0	0	104913491	YORK STATE BANK	700 NORTH LINCOLN AVENUE 	YORK	NE	68467	051	2022-07-21T10:40:13
731247	14650	0	9204	73913755	HILLS BANK AND TRUST COMPANY	131 EAST MAIN STREET 	HILLS	IA	52235	041	2022-07-30T15:13:45
731957	5232	11125	0	91909068	FIRST NATIONAL BANK OF PROCTOR, THE	211 2ND ST. 	PROCTOR	MN	55810	051	2022-07-22T16:35:24
732178	32084	0	0	303187675	GRAND SAVINGS BANK	1022 SOUTH MAIN STREET 	GROVE	OK	74344	051	2022-07-21T17:33:16
732253	10531	0	0	111103362	CITIZENS PROGRESSIVE BANK	3540 FRONT STREET 	WINNSBORO	LA	712952220	051	2022-07-22T15:22:49
732637	16453	0	0	51504429	WHITESVILLE STATE BANK	38609 COAL RIVER ROAD 	WHITESVILLE	WV	25209	041	2022-07-27T14:41:04
732758	23210	0	0	102003743	BANKERS' BANK OF THE WEST	1099 18TH STREET, SUITE 2700 	DENVER	CO	80202	051	2022-07-25T19:24:15
732918	14359	0	0	31306993	JERSEY SHORE STATE BANK	300 MARKET STREET 	WILLIAMSPORT	PA	17701	041	2022-07-28T09:41:16
732954	19278	0	0	113109898	CARMINE STATE BANK	205 CENTENNIAL 	CARMINE	TX	78932	051	2022-07-29T10:35:50
733054	12506	0	0	113111077	INDUSTRY STATE BANK	16886 FORDTRAN BLVD. 	INDUSTRY	TX	78944	041	2022-08-19T16:39:10
733540	8730	0	0	82904289	GATEWAY BANK	112 MAIN STREET 	RISON	AR	71665	051	2022-07-15T10:18:28
733559	14058	0	0	104112771	GREAT PLAINS STATE BANK	140 MAIN 	PETERSBURG	NE	68652	051	2022-07-21T09:29:35
733661	25803	0	0	322286188	HATCH BANK	1001 WEST SAN MARCOS BOULEVARD, S-140 	SAN MARCOS	CA	92078	051	2022-07-28T20:10:46
733755	8896	0	0	81516940	JONESBURG STATE BANK	110 FIRST STREET 	JONESBURG	MO	63351	051	2022-07-11T15:58:23
733951	11778	0	0	101102496	CITIZENS STATE BANK AND TRUST CO., ELLSWORTH, KANSAS	203 NORTH DOUGLAS 	ELLSWORTH	KS	67439	051	2022-09-15T11:45:25
734248	950	0	9692	73920939	IOWA STATE BANK	5 EAST CALL 	ALGONA	IA	50511	051	2022-07-28T11:28:47
734350	16689	0	0	111104617	GIBSLAND BANK & TRUST COMPANY	1246 THIRD ST 	GIBSLAND	LA	71028	051	2022-07-21T10:58:31
734538	25247	18278	0	65403370	FIRST NATIONAL BANKERS BANK	7813 OFFICE PARK BOULEVARD 	BATON ROUGE	LA	70809	051	2022-07-28T11:41:06
734613	90384	0	0	31312123	BANK OF LANDISBURG, THE	100 NORTH CARLISLE STREET 	LANDISBURG	PA	17040	051	2022-07-25T10:36:57
735049	14926	0	0	72406522	FREELAND STATE BANK	185 EAST WASHINGTON STREET 	FREELAND	MI	48623	051	2022-08-01T21:45:40
735067	3400	12308	0	111303010	TEXAS REPUBLIC BANK, NATIONAL ASSOCIATION	2595 PRESTON ROAD, BUILDING 100 	FRISCO	TX	75034	051	2022-07-19T13:00:14
735414	6530	8588	0	42206422	FIRST NATIONAL BANK OF BLANCHESTER, THE	121 EAST MAIN STREET 	BLANCHESTER	OH	45107	051	2022-07-18T11:06:22
735441	228	0	12625	73917641	AMERICAN STATE BANK	525 NORTH MAIN AVENUE 	SIOUX CENTER	IA	51250	051	2022-08-30T10:21:21
735973	29910	704315	4315	283971914	SCOTTSBURG BUILDING AND LOAN ASSOCIATION	306 WEST MCCLAIN AVENUE 	SCOTTSBURG	IN	47170	051	2022-07-21T09:49:46
736158	17205	0	0	104108439	POTTER STATE BANK OF POTTER, THE	301 CHESTNUT STREET 	POTTER	NE	69156	051	2022-07-26T15:38:03
736206	8152	0	0	11300595	CAMBRIDGE TRUST COMPANY	1336 MASSACHUSETTS AVENUE 	CAMBRIDGE	MA	02138	051	2022-07-26T10:35:22
736550	18610	0	0	101106214	UNION STATE BANK OF EVEREST, THE	545 MAIN STREET 	EVEREST	KS	66424	051	2022-07-28T15:42:10
736662	9973	0	0	111912605	FIRST STATE BANK, THE	100 NORTH MCKINNEY ST 	RICE	TX	75155	051	2022-08-18T17:16:52
737548	17282	0	12696	73920285	BANKIOWA	7045 C AVENUE NORTHEAST 	CEDAR RAPIDS	IA	52402	051	2022-07-26T15:48:09
738013	6531	11573	0	41212983	CITIZENS NATIONAL BANK OF BLUFFTON, THE	102 SOUTH MAIN STREET 	BLUFFTON	OH	45817	051	2022-07-25T12:39:09
738040	958	0	9909	73921433	UNITED BANK OF IOWA	501 2ND STREET 	IDA GROVE	IA	51445	041	2022-08-05T09:12:34
738143	3722	0	11609	71102827	PROSPECT BANK	177 WEST WOOD STREET 	PARIS	IL	61944	051	2022-07-26T16:39:28
738255	1434	0	0	104908422	TOWN & COUNTRY BANK	423 GRAND AVENUE 	RAVENNA	NE	68869	041	2022-08-11T12:43:25
738303	90173	0	14622	211370419	EAST CAMBRIDGE SAVINGS BANK	292 CAMBRIDGE STREET 	CAMBRIDGE	MA	02141	041	2022-07-27T15:24:15
738657	17607	0	0	101100605	CITY STATE BANK, THE	1012 HIGHWAY 69 	FORT SCOTT	KS	66701	041	2022-07-12T15:48:25
738769	18185	14898	0	111920765	COMMUNITY NATIONAL BANK & TRUST OF TEXAS	321 NORTH 15TH STREET 	CORSICANA	TX	751104511	051	2022-07-21T15:04:08
739346	9096	0	12602	73918394	ATKINS SAVINGS BANK & TRUST	97 MAIN AVENUE 	ATKINS	IA	52206	051	2022-07-27T13:27:08
739355	26181	18594	0	113115617	TEXAS NATIONAL BANK OF JACKSONVILLE	300 NECHES STREET 	JACKSONVILLE	TX	757664932	041	2022-08-09T10:17:02
739560	19222	0	0	121107882	FREMONT BANK	39150 FREMONT BOULEVARD 	FREMONT	CA	94538	041	2022-07-28T15:54:36
739832	17513	14757	15454	71122616	FISHER NATIONAL BANK, THE	102 EAST DIVISION 	FISHER	IL	61843	051	2022-07-19T13:06:50
740249	254	0	0	73902151	FIRST WHITNEY BANK AND TRUST	223 CHESTNUT STREET 	ATLANTIC	IA	50022	051	2022-07-22T17:17:40
741068	21455	0	0	111905340	FIDELITY BANK OF TEXAS	1901 W LAKE SHORE DRIVE 	WACO	TX	76708	051	2022-08-19T09:26:54
741152	15078	14330	0	114921761	JUNCTION NATIONAL BANK	701 MAIN STREET 	JUNCTION	TX	768494607	051	2022-07-25T09:13:58
741330	9963	0	9294	64103367	F&M BANK	50 FRANKLIN STREET 	CLARKSVILLE	TN	37040	041	2022-07-27T16:57:25
741358	16744	0	0	101101439	PEOPLES STATE BANK	200 WEST MAIN 	CHERRYVALE	KS	67335	051	2022-07-26T09:59:21
741648	16395	0	0	82907558	SECURITY BANK	105 WEST RUBY STREET 	STEPHENS	AR	71764	051	2022-07-26T13:03:42
741844	18394	0	0	73911951	FARMERS SAVINGS BANK	205 WEST MAIN STREET 	MARSHALLTOWN	IA	50158	051	2022-07-27T17:23:53
741956	314	0	0	111102091	MER ROUGE STATE BANK, THE	102 W. DAVENPORT 	MER ROUGE	LA	71261	051	2022-08-02T11:08:14
741974	29937	704381	4381	283972120	FIRST FEDERAL SAVINGS BANK OF KENTUCKY	216 WEST MAIN STREET 	FRANKFORT	KY	40601	051	2022-08-09T10:31:22
742056	17979	0	0	114923439	CASTROVILLE STATE BANK	502 PARIS STREET 	CASTROVILLE	TX	78009	051	2022-07-18T16:56:51
742542	11225	0	0	75907413	FIRST COMMUNITY BANK	202 MERCHANT ROW 	MILTON	WI	53563	051	2022-07-27T15:50:39
742636	23222	0	11791	65402850	MISSISSIPPI RIVER BANK	8435 HIGHWAY 23 	BELLE CHASSE	LA	70037	051	2022-08-23T17:36:52
742944	5297	0	0	75902463	FORTE BANK	116 WEST SUMNER STREET 	HARTFORD	WI	53027	041	2022-07-27T16:00:45
743679	30117	0	4776	231375397	RELIANCE SAVINGS BANK	1119 12TH STREET 	ALTOONA	PA	16601	051	2022-07-27T16:26:45
743950	8268	0	0	81510739	FARMERS BANK OF LOHMAN	103 LOMO DRIVE 	JEFFERSON CITY	MO	65109	051	2022-08-04T13:56:46
744854	16817	0	0	111922624	CITIZENS BANK	301 E. MAIN STREET 	KILGORE	TX	756625965	051	2022-07-26T10:03:31
745150	17114	0	0	101108490	GORHAM STATE BANK	129 MARKET 	GORHAM	KS	67640	051	2022-07-07T15:10:07
745347	33552	0	15832	73901097	BOONE BANK & TRUST CO.	716 8TH STREET 	BOONE	IA	50036	041	2022-07-13T11:24:12
